,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
13023,Hispanic,1,39.0,3.8,NE,-0.63,0.849404761905,1.0
13024,White,2,44.0,3.4,GL,1.79,0.87380952381,1.0
13025,Black,1,30.0,3.6,NE,-1.88,0.717857142857,0.0
13026,White,2,43.0,4.0,NE,2.17,0.918452380952,1.0
13027,White,1,43.0,3.5,NE,0.71,0.870833333333,1.0
13028,White,1,44.0,3.9,NE,2.22,0.921428571429,1.0
13029,White,2,45.0,3.4,NE,0.66,0.88630952381,1.0
13030,White,2,42.0,3.7,GL,-0.34,0.877380952381,1.0
13031,White,2,43.0,3.8,NE,-0.63,0.899404761905,1.0
13032,White,1,42.0,3.9,NE,2.6,0.896428571429,1.0
13033,White,2,43.0,3.7,NE,-0.75,0.889880952381,1.0
13034,White,2,43.0,3.6,Mt,0.79,0.880357142857,1.0
13036,Asian,2,41.0,3.7,NG,1.06,0.864880952381,1.0
13037,White,2,44.0,3.5,MS,-0.92,0.883333333333,1.0
13038,White,2,44.0,3.5,NE,1.46,0.883333333333,1.0
13039,White,1,41.0,3.8,NE,-1.09,0.874404761905,1.0
13040,White,1,41.0,3.8,NE,-0.34,0.874404761905,1.0
13041,White,2,42.0,3.6,NG,-0.52,0.867857142857,1.0
13043,White,2,43.0,3.5,SE,0.06,0.870833333333,1.0
13044,White,2,46.0,3.5,NE,0.43,0.908333333333,1.0
13045,White,2,42.0,3.6,NE,1.31,0.867857142857,1.0
13046,White,1,41.0,3.8,NE,1.73,0.874404761905,1.0
13047,White,2,41.0,3.8,MS,-0.03,0.874404761905,1.0
13048,White,1,46.0,3.6,NE,-0.07,0.917857142857,1.0
13049,White,1,44.0,3.3,NE,-1.29,0.864285714286,1.0
13050,White,1,47.0,3.6,NE,0.82,0.930357142857,1.0
13051,White,1,40.0,3.7,MS,0.34,0.852380952381,1.0
13052,White,2,43.0,3.9,NE,1.0,0.908928571429,1.0
13053,White,2,42.0,3.8,NE,-0.92,0.886904761905,1.0
13054,Hispanic,1,40.0,2.9,NE,0.68,0.77619047619,1.0
13055,White,2,41.0,3.6,NE,0.66,0.855357142857,1.0
13056,Hispanic,2,31.5,3.3,SE,-0.55,0.708035714286,1.0
13057,White,2,41.0,3.7,NE,0.2,0.864880952381,1.0
13058,White,1,48.0,3.3,NE,-0.03,0.914285714286,1.0
13059,White,2,41.0,3.6,NE,-0.8,0.855357142857,1.0
13060,Asian,1,45.0,3.4,NE,-0.26,0.88630952381,1.0
13061,Hispanic,2,39.0,2.9,NG,-1.43,0.76369047619,0.0
13062,White,2,46.0,3.4,NG,-1.06,0.89880952381,1.0
13063,White,2,46.0,3.5,Mt,-0.5,0.908333333333,1.0
13065,White,2,42.0,4.0,GL,-1.66,0.905952380952,1.0
13066,Asian,1,39.0,3.5,NE,-0.4,0.820833333333,1.0
13067,White,1,40.0,3.7,NE,0.28,0.852380952381,1.0
13068,White,2,45.0,3.5,NE,0.85,0.895833333333,1.0
13069,White,2,41.0,3.8,GL,0.36,0.874404761905,1.0
13070,White,1,39.0,3.7,NE,0.06,0.839880952381,1.0
13071,Black,2,40.0,2.7,NE,-1.37,0.757142857143,1.0
13072,White,2,44.0,3.5,NG,1.33,0.883333333333,1.0
13073,White,2,47.0,3.5,SC,0.91,0.920833333333,1.0
13074,White,1,42.0,3.8,NE,0.86,0.886904761905,1.0
13075,White,1,40.0,3.9,NE,0.06,0.871428571429,1.0
13076,White,1,40.0,3.6,NE,0.68,0.842857142857,1.0
13077,Black,1,32.0,3.0,NE,-0.55,0.685714285714,1.0
13078,White,1,42.0,3.5,SE,-0.07,0.858333333333,1.0
13080,White,2,41.0,4.0,MS,-1.06,0.893452380952,1.0
13081,White,2,46.0,3.5,NE,-0.34,0.908333333333,1.0
13082,White,2,40.5,3.6,NE,0.11,0.849107142857,1.0
13083,White,2,44.0,3.3,NE,-0.69,0.864285714286,1.0
13085,White,1,42.0,3.9,NG,-1.29,0.896428571429,1.0
13086,White,2,48.0,3.6,NE,1.37,0.942857142857,1.0
13087,White,1,44.0,3.5,NE,-0.69,0.883333333333,1.0
13088,White,2,38.0,3.0,NE,-0.26,0.760714285714,1.0
13089,White,2,40.0,3.5,NE,1.19,0.833333333333,1.0
13090,White,2,45.0,3.4,NE,-0.69,0.88630952381,1.0
13091,White,2,42.0,3.9,NE,-0.32,0.896428571429,1.0
13092,White,2,43.0,3.5,FW,0.63,0.870833333333,1.0
13094,White,2,40.0,3.6,NE,1.31,0.842857142857,1.0
13095,White,2,46.0,3.6,MS,0.8,0.917857142857,1.0
13096,White,1,44.0,3.6,NE,0.48,0.892857142857,1.0
13097,White,2,43.0,3.7,Mt,-1.66,0.889880952381,1.0
13099,Black,1,29.0,3.1,NE,-0.46,0.657738095238,1.0
13100,White,2,40.3,3.6,NG,-0.34,0.846607142857,1.0
13101,Mexican,2,40.0,3.0,NE,-1.43,0.785714285714,1.0
13102,White,2,47.0,3.3,FW,0.03,0.901785714286,1.0
13103,White,2,43.0,3.7,NE,0.28,0.889880952381,1.0
13104,White,2,45.0,3.7,NE,0.34,0.914880952381,1.0
13105,White,2,43.0,3.6,FW,0.2,0.880357142857,1.0
13106,White,2,42.0,3.8,NG,1.6,0.886904761905,1.0
13107,White,1,42.0,3.5,NE,0.55,0.858333333333,1.0
13108,Hispanic,1,39.0,3.4,NE,-0.26,0.81130952381,1.0
13109,White,2,45.0,3.3,NE,0.68,0.876785714286,1.0
13110,White,2,44.0,3.4,NG,1.06,0.87380952381,1.0
13111,White,2,42.0,3.6,NE,0.57,0.867857142857,1.0
13112,White,1,43.0,3.5,NG,-0.69,0.870833333333,1.0
13113,White,1,44.0,3.5,NE,-0.32,0.883333333333,1.0
13114,White,2,38.0,3.8,SE,0.03,0.836904761905,1.0
13115,Asian,1,45.0,3.4,NE,0.26,0.88630952381,1.0
13117,Asian,2,42.0,3.8,NE,0.66,0.886904761905,1.0
13118,Asian,2,41.0,3.5,FW,-0.12,0.845833333333,1.0
13119,White,1,45.0,3.5,NG,0.71,0.895833333333,1.0
13120,White,1,42.0,3.6,NE,0.03,0.867857142857,1.0
13121,White,1,41.0,3.7,NE,-0.32,0.864880952381,1.0
13122,White,1,42.0,3.3,NE,-1.15,0.839285714286,0.0
13123,Black,1,35.0,3.3,NE,-1.66,0.751785714286,1.0
13124,White,1,45.0,3.4,NG,-0.03,0.88630952381,1.0
13125,Hispanic,2,38.0,3.5,NE,2.29,0.808333333333,1.0
13126,White,1,39.0,3.9,GL,0.6,0.858928571429,1.0
13127,White,1,45.0,3.4,NE,0.43,0.88630952381,1.0
13128,White,2,41.0,3.4,NG,1.17,0.83630952381,1.0
13129,Hispanic,1,42.0,3.7,NE,0.28,0.877380952381,1.0
13130,Asian,1,38.5,3.7,FW,-1.23,0.833630952381,0.0
13131,White,2,43.0,3.6,MW,0.79,0.880357142857,1.0
13132,Asian,1,39.0,3.7,NE,-0.86,0.839880952381,1.0
13133,Black,1,37.0,2.9,MS,-1.2,0.73869047619,1.0
13134,White,2,46.0,3.3,NE,1.54,0.889285714286,1.0
13135,White,1,44.0,3.5,NE,-0.23,0.883333333333,1.0
13136,Black,2,34.0,3.1,MS,-1.23,0.720238095238,1.0
13137,White,2,41.0,3.5,GL,-0.23,0.845833333333,1.0
13138,White,2,43.0,3.7,NE,0.06,0.889880952381,1.0
13139,White,2,41.5,3.7,FW,1.83,0.871130952381,1.0
13140,White,2,43.0,3.4,NE,-0.86,0.86130952381,1.0
13141,White,1,44.0,3.6,NE,1.54,0.892857142857,1.0
13142,White,1,45.0,3.5,NG,-0.26,0.895833333333,1.0
13143,Asian,1,42.0,3.6,NE,-1.2,0.867857142857,1.0
13144,White,1,40.0,3.8,NE,-0.63,0.861904761905,1.0
13145,White,1,45.0,3.8,NE,-0.29,0.924404761905,1.0
13146,Hispanic,1,41.5,3.7,NE,-1.52,0.871130952381,1.0
13147,Asian,2,47.0,3.5,MS,-0.42,0.920833333333,1.0
13148,White,2,41.0,3.6,NE,-0.99,0.855357142857,1.0
13149,White,2,46.0,3.7,NE,1.83,0.927380952381,1.0
13150,White,1,48.0,3.5,NE,1.98,0.933333333333,1.0
13151,White,1,30.0,3.9,FW,0.31,0.746428571429,1.0
13152,White,1,41.0,3.6,NE,0.36,0.855357142857,1.0
13153,White,2,44.0,3.5,NE,-0.37,0.883333333333,1.0
13154,White,1,46.0,3.7,NG,2.2,0.927380952381,1.0
13155,White,2,44.0,3.4,NG,1.11,0.87380952381,1.0
13156,White,2,39.0,3.9,NE,1.6,0.858928571429,1.0
13157,White,1,45.0,3.6,NE,0.43,0.905357142857,1.0
13158,Hispanic,2,38.0,3.5,SE,-0.55,0.808333333333,1.0
13159,White,2,43.0,3.6,NE,0.08,0.880357142857,1.0
13160,White,2,38.5,3.8,GL,0.49,0.843154761905,1.0
13161,White,2,44.0,3.5,NE,0.44,0.883333333333,1.0
13162,White,2,44.0,3.8,NE,1.6,0.911904761905,1.0
13163,White,2,41.0,3.5,NE,-0.55,0.845833333333,1.0
13164,White,2,42.5,3.6,NE,0.2,0.874107142857,1.0
13165,White,2,42.0,3.5,NE,-1.12,0.858333333333,1.0
13166,White,1,41.0,3.7,NE,-0.37,0.864880952381,1.0
13167,White,1,40.0,3.0,NE,-0.29,0.785714285714,1.0
13168,White,1,43.0,3.8,NE,1.37,0.899404761905,1.0
13170,White,2,46.0,3.7,NE,1.4,0.927380952381,1.0
13171,White,2,42.0,3.8,NE,-0.09,0.886904761905,1.0
13172,White,1,40.0,4.0,NE,-0.17,0.880952380952,1.0
13173,White,2,39.0,3.2,NE,-0.03,0.792261904762,1.0
13174,White,2,42.0,3.7,NE,0.8,0.877380952381,1.0
13175,Asian,2,42.0,3.5,NE,-0.97,0.858333333333,1.0
13176,Asian,2,39.5,3.5,NE,-0.09,0.827083333333,1.0
13177,White,2,42.0,3.7,SE,0.77,0.877380952381,1.0
13178,Black,2,38.0,3.1,NE,-2.12,0.770238095238,0.0
13179,White,2,42.0,3.7,NG,0.14,0.877380952381,1.0
13180,White,2,38.0,3.7,NE,0.31,0.827380952381,1.0
13181,Black,1,32.0,3.1,SC,-0.49,0.695238095238,1.0
13182,Asian,1,37.0,3.8,NE,-0.92,0.824404761905,1.0
13183,White,1,45.0,3.6,NE,0.66,0.905357142857,1.0
13184,White,2,43.0,3.6,FW,0.06,0.880357142857,1.0
13185,Hispanic,2,36.0,3.4,NE,0.9,0.77380952381,1.0
13186,White,1,46.0,3.4,MS,0.57,0.89880952381,1.0
13187,White,1,43.0,3.6,NE,0.26,0.880357142857,1.0
13188,White,2,40.0,3.1,NE,-0.83,0.795238095238,1.0
13190,White,1,39.0,3.6,NE,-0.69,0.830357142857,1.0
13191,White,1,44.0,3.5,NE,-0.55,0.883333333333,1.0
13192,White,2,41.0,3.8,NE,1.37,0.874404761905,1.0
13193,Black,2,32.0,3.1,FW,-1.09,0.695238095238,1.0
13194,White,2,41.0,3.7,FW,0.11,0.864880952381,1.0
13195,White,2,45.0,3.5,NE,0.48,0.895833333333,1.0
13196,Puertorican,1,30.0,3.4,NG,-1.2,0.69880952381,1.0
13197,White,1,43.0,3.8,NE,-0.63,0.899404761905,1.0
13198,White,2,40.0,3.8,NE,1.54,0.861904761905,1.0
13199,Black,1,25.0,2.6,NG,-1.62,0.560119047619,0.0
13200,White,1,33.0,2.8,NG,1.36,0.679166666667,1.0
13201,White,1,38.0,3.0,NG,0.13,0.760714285714,1.0
13202,White,1,30.0,2.5,NE,-1.51,0.613095238095,0.0
13203,White,1,32.0,3.2,NG,-0.44,0.704761904762,1.0
13204,White,1,30.0,3.1,NG,-0.31,0.670238095238,1.0
13205,White,2,37.0,3.3,NG,-0.71,0.776785714286,1.0
13206,White,1,31.0,3.4,NG,1.31,0.71130952381,1.0
13207,White,2,37.0,2.8,NE,2.19,0.729166666667,1.0
13208,White,1,34.0,3.5,NG,-1.12,0.758333333333,1.0
13210,White,2,35.0,2.8,NG,-0.07,0.704166666667,1.0
13212,White,1,30.0,3.5,NG,-0.05,0.708333333333,1.0
13214,White,2,35.0,3.0,NE,0.76,0.723214285714,1.0
13215,White,2,32.0,3.3,NE,0.02,0.714285714286,1.0
13216,White,2,34.0,3.4,NG,1.7,0.74880952381,1.0
13217,White,2,37.0,3.1,NG,-0.13,0.757738095238,0.0
13218,White,2,33.0,3.1,NG,0.78,0.707738095238,1.0
13219,White,2,33.0,3.3,NE,1.09,0.726785714286,1.0
13220,White,1,29.0,3.6,NG,0.46,0.705357142857,1.0
13221,White,1,39.0,2.6,NE,0.9,0.735119047619,1.0
13222,White,2,41.0,2.6,NG,0.48,0.760119047619,1.0
13223,White,1,34.0,3.1,NG,-1.27,0.720238095238,1.0
13224,White,1,32.0,3.1,NE,0.74,0.695238095238,1.0
13225,White,2,32.0,2.8,NE,0.63,0.666666666667,1.0
13229,White,1,33.0,3.4,NG,0.41,0.73630952381,1.0
13231,White,2,34.0,3.1,NG,1.73,0.720238095238,1.0
13232,White,1,34.0,3.3,NG,0.08,0.739285714286,1.0
13233,White,2,32.0,3.6,NE,0.41,0.742857142857,1.0
13234,White,2,42.0,3.0,NG,0.04,0.810714285714,1.0
13236,White,2,42.0,2.8,NG,-0.16,0.791666666667,1.0
13238,White,1,34.0,3.2,NG,-0.92,0.729761904762,1.0
13240,White,2,39.0,2.7,NG,1.16,0.744642857143,1.0
13242,Other,1,30.5,2.7,NG,-0.99,0.638392857143,0.0
13243,White,1,33.0,3.1,NE,0.59,0.707738095238,1.0
13244,White,2,31.0,3.4,NG,0.44,0.71130952381,1.0
13246,White,1,35.0,3.5,NG,1.11,0.770833333333,1.0
13247,White,1,39.0,2.5,NG,1.36,0.725595238095,1.0
13248,White,1,36.0,2.1,NG,-0.13,0.65,1.0
13249,Black,1,24.0,2.7,NG,-2.15,0.557142857143,0.0
13250,White,1,31.5,3.6,NE,0.19,0.736607142857,1.0
13251,White,1,33.3,3.2,NG,-1.58,0.721011904762,1.0
13252,White,1,32.0,3.4,NE,0.24,0.72380952381,1.0
13253,White,1,32.5,2.5,NG,0.02,0.644345238095,1.0
13254,Asian,1,24.0,3.0,NE,-0.75,0.585714285714,0.0
13255,White,1,37.0,3.3,NG,-1.08,0.776785714286,1.0
13256,White,2,32.0,3.2,NG,-0.2,0.704761904762,1.0
13257,White,2,33.0,3.0,SE,0.54,0.698214285714,1.0
13258,White,1,35.0,2.7,NE,-0.57,0.694642857143,1.0
13259,White,1,32.0,3.0,NG,-0.09,0.685714285714,1.0
13260,White,2,36.0,2.9,NG,-0.35,0.72619047619,1.0
13261,White,2,38.0,2.7,NG,-0.35,0.732142857143,1.0
13262,White,1,38.0,2.8,MW,-0.2,0.741666666667,1.0
13263,White,1,34.0,3.1,Mt,1.73,0.720238095238,1.0
13265,White,2,38.0,2.5,NG,0.3,0.713095238095,1.0
13266,White,2,31.0,3.2,NE,-0.2,0.692261904762,0.0
13267,White,2,28.5,3.2,NG,-0.94,0.661011904762,1.0
13270,Other,1,19.5,3.1,NE,-1.54,0.538988095238,0.0
13271,White,1,34.0,3.5,NG,0.59,0.758333333333,1.0
13272,White,1,34.0,3.1,NG,0.3,0.720238095238,1.0
13273,White,1,40.0,2.4,MS,1.16,0.728571428571,0.0
13274,Asian,1,28.0,2.3,NE,-0.92,0.569047619048,0.0
13275,White,1,28.0,3.2,NG,0.79,0.654761904762,0.0
13276,Black,1,26.5,2.2,NG,-0.94,0.540773809524,1.0
13279,White,1,36.0,3.1,NG,0.79,0.745238095238,1.0
13281,White,1,37.0,3.6,NG,0.81,0.805357142857,1.0
13282,White,1,30.0,3.2,NE,0.98,0.679761904762,1.0
13284,White,1,30.0,3.4,NG,0.67,0.69880952381,1.0
13285,White,2,37.0,2.4,NE,0.3,0.691071428571,1.0
13286,White,2,32.0,3.2,NG,-0.75,0.704761904762,1.0
13288,White,1,29.0,3.3,NE,-0.53,0.676785714286,1.0
13290,White,1,37.0,3.3,NG,-0.2,0.776785714286,1.0
13291,Black,2,20.3,2.4,NE,-0.25,0.482321428571,0.0
13292,White,1,33.0,2.5,SC,-0.58,0.650595238095,0.0
13293,White,1,25.5,2.8,SC,2.09,0.585416666667,1.0
13294,Black,2,22.0,3.1,SC,1.29,0.570238095238,0.0
13295,Black,2,22.0,2.9,SC,-0.88,0.55119047619,0.0
13298,White,2,23.0,2.3,SC,-0.21,0.506547619048,1.0
13299,White,2,32.5,2.4,SC,1.04,0.634821428571,1.0
13301,Black,2,26.0,2.7,SC,-0.1,0.582142857143,0.0
13304,White,2,26.5,2.8,SC,1.61,0.597916666667,1.0
13305,White,2,27.0,2.6,SC,1.63,0.585119047619,1.0
13306,Black,1,29.0,2.8,SC,0.81,0.629166666667,1.0
13307,White,1,32.0,3.0,SC,0.56,0.685714285714,1.0
13308,Black,2,23.5,2.7,SC,0.02,0.550892857143,1.0
13310,White,2,29.0,2.6,SC,-0.08,0.610119047619,0.0
13311,White,2,33.0,2.5,SC,0.08,0.650595238095,0.0
13312,White,2,30.0,2.2,SC,0.61,0.584523809524,1.0
13313,Black,1,20.0,2.6,SC,0.35,0.497619047619,0.0
13314,Black,1,20.0,3.1,SC,-0.77,0.545238095238,0.0
13317,Black,2,26.0,2.5,SC,-0.04,0.563095238095,0.0
13318,White,2,22.0,2.2,SC,-0.67,0.484523809524,1.0
13319,White,2,22.0,2.4,SC,-0.9,0.503571428571,0.0
13320,White,2,26.7,3.1,SC,1.55,0.628988095238,1.0
13321,Black,2,20.5,1.9,MS,-0.88,0.437202380952,0.0
13322,White,2,30.0,2.3,Mt,0.75,0.594047619048,1.0
13323,Black,1,31.0,3.7,SC,1.04,0.739880952381,1.0
13324,Black,1,23.0,2.9,SC,-0.56,0.56369047619,0.0
13325,White,2,33.0,2.9,SC,0.94,0.68869047619,1.0
13326,White,1,28.0,3.0,SC,0.5,0.635714285714,1.0
13327,White,2,24.0,2.6,SC,-0.42,0.547619047619,0.0
13328,Black,1,21.0,2.0,SC,-0.11,0.452976190476,0.0
13329,White,2,26.0,2.5,SC,1.79,0.563095238095,1.0
13331,White,2,32.0,2.2,SC,0.56,0.609523809524,1.0
13332,Black,1,20.3,2.2,SE,-0.4,0.463273809524,0.0
13336,White,2,32.0,2.9,SC,1.29,0.67619047619,1.0
13337,White,2,27.0,2.4,SC,0.02,0.566071428571,1.0
13338,Black,1,18.0,3.5,SC,0.95,0.558333333333,0.0
13339,Black,1,21.0,3.1,SC,-0.15,0.557738095238,0.0
13341,White,2,25.5,2.5,SC,-0.4,0.556845238095,1.0
13342,Black,2,19.7,1.8,SC,-0.64,0.417678571429,0.0
13343,Black,2,23.0,3.0,SC,0.79,0.573214285714,1.0
13344,White,2,24.0,2.6,SC,0.17,0.547619047619,1.0
13345,Black,1,20.0,2.2,SC,0.89,0.459523809524,1.0
13347,Black,2,24.0,2.4,SC,-0.36,0.528571428571,0.0
13348,Black,2,26.0,2.5,SC,0.71,0.563095238095,0.0
13349,Black,1,20.0,2.8,SC,-0.48,0.516666666667,0.0
13351,Black,1,20.5,3.2,SC,0.48,0.561011904762,0.0
13352,Black,1,15.0,2.1,SC,-0.61,0.3875,0.0
13353,Black,1,21.0,2.1,SC,-0.1,0.4625,0.0
13354,Black,1,24.0,3.7,SC,0.92,0.652380952381,1.0
13355,Black,1,15.7,2.3,SC,-0.79,0.415297619048,0.0
13357,Black,1,19.0,3.4,SC,0.77,0.56130952381,1.0
13358,Black,1,23.0,3.3,SC,0.35,0.601785714286,0.0
13359,Black,1,19.0,2.5,SC,0.05,0.475595238095,0.0
13360,Black,2,26.0,2.8,MS,-0.29,0.591666666667,0.0
13361,White,2,29.0,2.0,SC,1.31,0.552976190476,1.0
13362,Black,1,18.3,2.1,SC,-1.15,0.42875,0.0
13364,White,2,35.0,2.2,SC,-0.42,0.647023809524,1.0
13366,White,2,28.0,2.3,SC,0.75,0.569047619048,1.0
13367,Black,2,28.0,2.4,SC,-1.46,0.578571428571,0.0
13368,White,2,29.0,2.0,SC,0.44,0.552976190476,1.0
13370,White,2,29.0,2.8,SC,0.06,0.629166666667,1.0
13371,White,1,28.0,3.2,SC,1.15,0.654761904762,1.0
13372,White,2,33.0,2.6,SC,0.54,0.660119047619,1.0
13374,Black,1,29.0,2.8,SC,-0.67,0.629166666667,0.0
13375,Black,1,20.0,2.7,SC,-0.77,0.507142857143,0.0
13376,Black,1,27.0,2.8,SC,0.4,0.604166666667,1.0
13377,Black,1,22.0,2.2,SE,-0.79,0.484523809524,0.0
13378,White,2,27.7,2.6,SC,-0.15,0.593869047619,0.0
13380,Other,2,22.5,2.3,SC,0.13,0.500297619048,0.0
13381,White,2,28.0,2.9,SC,-0.15,0.62619047619,0.0
13382,Black,1,20.7,2.2,NE,0.25,0.468273809524,0.0
13383,White,2,22.7,2.3,SC,-0.36,0.502797619048,0.0
13385,Black,1,30.0,2.7,SC,0.56,0.632142857143,0.0
13386,White,1,30.5,2.7,SC,1.02,0.638392857143,1.0
13387,White,2,25.5,2.1,SE,0.88,0.51875,1.0
13388,White,2,48.0,2.0,NE,1.04,0.790476190476,1.0
13389,Hispanic,2,29.0,3.2,SE,0.7,0.667261904762,1.0
13390,White,2,41.0,3.2,NE,0.21,0.817261904762,1.0
13391,White,2,48.0,2.2,NE,0.41,0.809523809524,0.0
13392,White,1,44.0,2.2,NE,0.58,0.759523809524,0.0
13393,White,2,45.0,2.6,NE,0.35,0.810119047619,1.0
13394,White,2,41.0,2.5,NE,0.58,0.750595238095,1.0
13395,White,2,35.0,3.6,NE,-0.99,0.780357142857,1.0
13396,Black,2,24.0,3.3,NE,0.18,0.614285714286,0.0
13398,Hispanic,2,36.0,2.6,NE,0.44,0.697619047619,1.0
13399,White,2,45.0,2.5,NE,0.35,0.800595238095,1.0
13400,White,1,37.0,3.6,NE,0.73,0.805357142857,1.0
13401,White,2,42.0,3.0,NE,0.96,0.810714285714,1.0
13402,White,2,39.0,3.6,NE,0.44,0.830357142857,1.0
13403,White,1,39.0,3.1,NE,-1.76,0.782738095238,0.0
13404,White,2,38.0,3.5,NE,-0.38,0.808333333333,1.0
13405,White,1,38.0,3.5,NE,0.81,0.808333333333,1.0
13406,White,2,33.0,3.8,NE,0.0,0.774404761905,1.0
13407,Hispanic,2,24.0,3.5,SE,-0.51,0.633333333333,0.0
13409,White,1,38.0,3.5,NE,-0.3,0.808333333333,1.0
13411,White,2,42.0,3.6,NE,-0.84,0.867857142857,1.0
13412,White,1,41.0,3.8,NE,0.67,0.874404761905,1.0
13413,White,1,38.0,3.4,NE,0.23,0.79880952381,1.0
13414,White,1,45.0,3.5,NE,2.19,0.895833333333,1.0
13415,White,2,46.0,2.7,NE,0.81,0.832142857143,1.0
13416,White,2,41.0,2.9,NE,-0.61,0.78869047619,1.0
13417,White,1,46.0,3.1,NE,1.92,0.870238095238,1.0
13418,White,2,45.0,3.0,NE,0.35,0.848214285714,1.0
13419,White,2,41.0,2.6,NE,0.96,0.760119047619,1.0
13420,Black,2,42.0,2.5,NE,-0.63,0.763095238095,1.0
13421,Asian,2,38.0,3.4,NE,0.41,0.79880952381,1.0
13422,White,2,41.0,3.0,NE,-0.46,0.798214285714,1.0
13423,Black,2,26.0,3.2,NE,-1.57,0.629761904762,0.0
13424,White,2,46.0,2.4,MS,-0.59,0.803571428571,0.0
13425,White,1,38.0,3.5,NE,1.48,0.808333333333,1.0
13426,White,1,38.0,3.7,NE,0.33,0.827380952381,1.0
13427,Asian,1,31.5,2.6,NE,0.5,0.641369047619,1.0
13428,Black,2,31.5,2.2,NE,-0.51,0.603273809524,0.0
13429,Black,2,32.5,2.0,NE,-0.19,0.596726190476,1.0
13430,Black,2,29.0,2.6,NE,-2.33,0.610119047619,0.0
13431,Black,1,27.0,2.7,NE,-0.17,0.594642857143,1.0
13432,Black,1,28.0,2.6,NE,-0.99,0.597619047619,1.0
13433,White,1,42.0,3.8,NE,1.34,0.886904761905,1.0
13434,White,1,40.0,3.1,SE,0.44,0.795238095238,1.0
13436,White,1,38.0,3.1,NE,0.64,0.770238095238,1.0
13437,White,1,40.0,3.0,NE,-0.46,0.785714285714,1.0
13438,White,1,40.0,2.7,NE,0.06,0.757142857143,1.0
13439,Black,1,24.0,3.3,NE,-1.24,0.614285714286,1.0
13440,White,2,42.0,3.6,NE,0.02,0.867857142857,0.0
13441,White,1,43.0,2.9,NE,1.34,0.81369047619,1.0
13442,White,1,43.0,3.3,NE,1.8,0.851785714286,1.0
13443,White,2,44.0,2.3,NE,1.34,0.769047619048,1.0
13444,White,1,40.0,3.6,NE,-1.05,0.842857142857,1.0
13445,White,2,42.0,2.6,NE,0.96,0.772619047619,1.0
13446,Hispanic,2,29.0,3.3,NE,-1.66,0.676785714286,1.0
13447,Puertorican,2,29.0,2.8,NE,-1.32,0.629166666667,0.0
13448,Asian,2,32.0,2.8,NE,-0.9,0.666666666667,1.0
13450,White,2,38.0,3.8,NE,-1.57,0.836904761905,1.0
13451,White,2,40.0,3.3,NE,-0.32,0.814285714286,1.0
13452,White,2,33.0,3.6,NG,0.0,0.755357142857,1.0
13453,White,1,43.0,2.9,SE,-0.69,0.81369047619,0.0
13454,White,1,39.0,3.6,NE,-0.46,0.830357142857,1.0
13455,White,1,40.0,3.4,NE,-0.17,0.82380952381,1.0
13456,White,2,41.0,3.6,NE,1.11,0.855357142857,1.0
13457,White,1,47.0,3.3,NE,1.4,0.901785714286,1.0
13459,White,2,40.0,3.0,SE,0.35,0.785714285714,1.0
13461,White,1,37.0,3.5,NE,0.87,0.795833333333,1.0
13462,White,1,39.0,3.4,NE,0.6,0.81130952381,1.0
13463,Black,1,29.0,2.7,NE,-0.76,0.619642857143,0.0
13464,White,2,39.0,3.1,NE,1.04,0.782738095238,1.0
13466,White,1,36.5,3.8,NE,1.08,0.818154761905,1.0
13467,White,2,40.0,3.4,NE,0.87,0.82380952381,1.0
13468,White,2,41.0,2.9,NE,-1.64,0.78869047619,1.0
13469,White,1,37.0,3.1,NE,-0.09,0.757738095238,1.0
13470,White,1,37.0,3.2,NE,0.58,0.767261904762,1.0
13471,White,2,40.0,3.0,NE,0.21,0.785714285714,1.0
13472,White,1,37.0,3.8,NE,0.58,0.824404761905,1.0
13473,White,2,42.0,2.9,NE,-0.23,0.80119047619,1.0
13474,Black,2,28.0,3.3,NE,-1.66,0.664285714286,1.0
13475,Other,1,39.0,2.9,NE,-0.09,0.76369047619,1.0
13476,White,2,41.0,3.6,NE,0.67,0.855357142857,1.0
13477,Hispanic,2,28.0,2.8,NE,-1.64,0.616666666667,1.0
13478,White,1,24.3,3.6,NE,-0.69,0.646607142857,1.0
13479,White,1,35.5,3.6,NE,0.21,0.786607142857,1.0
13480,White,2,39.0,3.1,NG,-0.84,0.782738095238,1.0
13566,White,1,33.0,3.9,SC,1.06,0.783928571429,1.0
13567,Mexican,2,34.0,3.1,FW,-0.65,0.720238095238,0.0
13568,White,2,42.0,2.9,FW,0.51,0.80119047619,1.0
13569,White,1,37.0,3.7,FW,0.68,0.814880952381,0.0
13570,White,1,37.0,3.4,FW,-0.23,0.78630952381,1.0
13571,Mexican,1,39.0,3.4,FW,-0.68,0.81130952381,1.0
13573,White,2,40.0,3.6,FW,0.07,0.842857142857,1.0
13574,White,1,37.0,3.4,NE,-0.92,0.78630952381,1.0
13575,White,1,39.0,3.6,FW,-0.41,0.830357142857,1.0
13577,White,1,40.0,2.8,FW,0.41,0.766666666667,1.0
13578,White,1,40.0,3.5,FW,0.27,0.833333333333,1.0
13579,White,1,38.0,3.4,FW,2.04,0.79880952381,1.0
13580,White,2,40.0,3.7,FW,-1.06,0.852380952381,1.0
13581,White,1,38.0,3.3,FW,0.37,0.789285714286,1.0
13582,White,2,44.0,3.1,FW,0.27,0.845238095238,1.0
